TimeSeries ID,instance/cpu/utilization.gce_instance.ALIGN_MEAN.REDUCE_MEAN.resource.type="gce_instance" AND metric.type="compute.googleapis.com/instance/cpu/utilization".name:backup-mt-1.project_id:master-thesis-benchmark.zone:europe-west6-c,instance/cpu/utilization.gce_instance.ALIGN_MEAN.REDUCE_MEAN.resource.type="gce_instance" AND metric.type="compute.googleapis.com/instance/cpu/utilization".name:backup-mt-1-instance-0.project_id:master-thesis-benchmark.zone:europe-west6-c,instance/cpu/utilization.gce_instance.ALIGN_MEAN.REDUCE_MEAN.resource.type="gce_instance" AND metric.type="compute.googleapis.com/instance/cpu/utilization".name:backup-mt-1-instance-1.project_id:master-thesis-benchmark.zone:europe-west6-c,instance/cpu/utilization.gce_instance.ALIGN_MEAN.REDUCE_MEAN.resource.type="gce_instance" AND metric.type="compute.googleapis.com/instance/cpu/utilization".name:backup-mt-1-instance-2.project_id:master-thesis-benchmark.zone:europe-west6-c,instance/cpu/utilization.gce_instance.ALIGN_MEAN.REDUCE_MEAN.resource.type="gce_instance" AND metric.type="compute.googleapis.com/instance/cpu/utilization".name:test.project_id:master-thesis-benchmark.zone:us-central1-a
project_id,master-thesis-benchmark,master-thesis-benchmark,master-thesis-benchmark,master-thesis-benchmark,master-thesis-benchmark
zone,europe-west6-c,europe-west6-c,europe-west6-c,europe-west6-c,us-central1-a
system_labels.name,backup-mt-1,backup-mt-1-instance-0,backup-mt-1-instance-1,backup-mt-1-instance-2,test
Tue Jul 11 2023 21:50:00 GMT+0200 (Central European Summer Time),0.00226002255712956,0.5565153633096149,0.5328393630041319,0.5406442966573195,undefined
Tue Jul 11 2023 21:55:00 GMT+0200 (Central European Summer Time),0.0025371951988169407,0.5646104232120038,0.5447745469512787,0.5480006761386539,undefined
Tue Jul 11 2023 22:00:00 GMT+0200 (Central European Summer Time),0.002172275238757114,0.5345599171317008,0.53633815134197,0.5323093185695689,undefined
Tue Jul 11 2023 22:05:00 GMT+0200 (Central European Summer Time),0.00199333037075121,0.5400061482524142,0.5241295861240602,0.5347240356885959,undefined
Tue Jul 11 2023 22:10:00 GMT+0200 (Central European Summer Time),0.002245579618414316,0.5698517839706013,0.5290842065247853,0.529110746895373,undefined
Tue Jul 11 2023 22:15:00 GMT+0200 (Central European Summer Time),0.0024563266292201057,0.5600597713946142,0.5243345182910768,0.5461925310987681,undefined
Tue Jul 11 2023 22:20:00 GMT+0200 (Central European Summer Time),0.0025992574179690567,0.5307232869078871,0.5635021065292373,0.5491844709685756,undefined
Tue Jul 11 2023 22:25:00 GMT+0200 (Central European Summer Time),0.0021384751964524185,0.541273206256022,0.5227170194627312,0.5366666173267912,undefined
Tue Jul 11 2023 22:30:00 GMT+0200 (Central European Summer Time),0.001758292987318176,0.536588911090821,0.5311932256215247,0.5325893331787303,undefined
Tue Jul 11 2023 22:35:00 GMT+0200 (Central European Summer Time),0.002602864589583381,0.5645002730649018,0.5285752448683222,0.538787284624456,undefined
Tue Jul 11 2023 22:40:00 GMT+0200 (Central European Summer Time),0.0026136834661065226,0.5473320554290695,0.5301196763160503,0.5460179469908871,undefined
Tue Jul 11 2023 22:45:00 GMT+0200 (Central European Summer Time),0.0021676849940377,0.5302527408128845,0.5399939443682584,0.5338164733617122,undefined
Tue Jul 11 2023 22:50:00 GMT+0200 (Central European Summer Time),0.002065871291263951,0.5392585440326426,0.5318496066941588,0.551384337788489,undefined
Tue Jul 11 2023 22:55:00 GMT+0200 (Central European Summer Time),0.002113752339967808,0.5527445250085353,0.5689100653776222,0.5201477192696439,undefined
Tue Jul 11 2023 23:00:00 GMT+0200 (Central European Summer Time),0.0016901885297465925,0.522954185987237,0.5223033040673605,0.5234451377724326,undefined
Tue Jul 11 2023 23:05:00 GMT+0200 (Central European Summer Time),0.002395842418924682,0.5333192180230374,0.5347312115249648,0.5374404815878734,undefined
Tue Jul 11 2023 23:10:00 GMT+0200 (Central European Summer Time),0.0020341875357674627,0.5363040655174883,0.5243665393854947,0.5387782806547936,undefined
Tue Jul 11 2023 23:15:00 GMT+0200 (Central European Summer Time),0.0017676411772996896,0.5334000177772273,0.5241388137672887,0.5203670662174773,undefined
Tue Jul 11 2023 23:20:00 GMT+0200 (Central European Summer Time),0.002324636192079197,0.5248954712911533,0.5367481452077906,0.5570933126083644,undefined
Tue Jul 11 2023 23:25:00 GMT+0200 (Central European Summer Time),0.0018210615975597952,0.5228638474262637,0.5532370096337642,0.5356303807824103,undefined
Tue Jul 11 2023 23:30:00 GMT+0200 (Central European Summer Time),0.0023153726009180293,0.5610333653770129,0.5328612167070605,0.5291413927598478,undefined
Tue Jul 11 2023 23:35:00 GMT+0200 (Central European Summer Time),0.0024758180430277813,0.5338874105927547,0.5205468674925517,0.5366572893462581,undefined
Tue Jul 11 2023 23:40:00 GMT+0200 (Central European Summer Time),0.002280463263729568,0.5653566832641446,0.5271180306138072,0.5498466109126032,undefined
Tue Jul 11 2023 23:45:00 GMT+0200 (Central European Summer Time),0.0021371900628491857,0.5411801401254708,0.533456302878961,0.5404399647578975,undefined
Tue Jul 11 2023 23:50:00 GMT+0200 (Central European Summer Time),0.0022810741741310873,0.5398882283929379,0.5180717788686463,0.5297392925168788,undefined
Tue Jul 11 2023 23:55:00 GMT+0200 (Central European Summer Time),0.0025920039284089095,0.5434414130536727,0.5483901375912258,0.5344504241328286,undefined
Wed Jul 12 2023 00:00:00 GMT+0200 (Central European Summer Time),0.001766867094532548,0.536343240326787,0.5305513320379699,0.5173152826696422,undefined
Wed Jul 12 2023 00:05:00 GMT+0200 (Central European Summer Time),0.0026442303599499917,0.5484431079658437,0.5465815911650862,0.5569103955107676,undefined
Wed Jul 12 2023 00:10:00 GMT+0200 (Central European Summer Time),0.0021843721446172517,0.520945335011141,0.5482490294031594,0.531454459254049,undefined
Wed Jul 12 2023 00:15:00 GMT+0200 (Central European Summer Time),0.0024800549599300814,0.5531316991406432,0.5273709583706234,0.5264019365542906,undefined
Wed Jul 12 2023 00:20:00 GMT+0200 (Central European Summer Time),0.0021047841874648537,0.5353639254524326,0.5319466281851479,0.524660835587268,undefined
Wed Jul 12 2023 00:25:00 GMT+0200 (Central European Summer Time),0.002227404379712728,0.5413743721994008,0.5244196169056704,0.5285995017486675,undefined
Wed Jul 12 2023 00:30:00 GMT+0200 (Central European Summer Time),0.0023204181284260514,0.5415656354732892,0.5385272686640443,0.5522264602950963,undefined
Wed Jul 12 2023 00:35:00 GMT+0200 (Central European Summer Time),0.005981319797171333,0.5654768623573181,0.5277486151327018,0.5212045408839792,undefined
Wed Jul 12 2023 00:40:00 GMT+0200 (Central European Summer Time),0.0023345328144538753,0.5329725746766659,0.5409923858210822,0.5552899014535251,undefined
Wed Jul 12 2023 00:45:00 GMT+0200 (Central European Summer Time),0.002433368928022901,0.5387766543785377,0.578592281357002,0.5283414257592934,undefined
Wed Jul 12 2023 00:50:00 GMT+0200 (Central European Summer Time),0.0022900348699658934,0.5406098114967245,0.552497893464606,0.5293890950210093,undefined
Wed Jul 12 2023 00:55:00 GMT+0200 (Central European Summer Time),0.002109857800978716,0.538650924654903,0.5170173596304812,0.5297563569270278,undefined
Wed Jul 12 2023 01:00:00 GMT+0200 (Central European Summer Time),0.002354793640091278,0.5198074970178035,0.5522907400570451,0.5326907091234656,undefined
Wed Jul 12 2023 01:05:00 GMT+0200 (Central European Summer Time),0.002859027947036642,0.5207846260291505,0.5430006977081333,0.548551720270043,undefined
Wed Jul 12 2023 01:10:00 GMT+0200 (Central European Summer Time),0.0048545478274051364,0.5244488326668943,0.5673001613688878,0.5256951130734402,undefined
Wed Jul 12 2023 01:15:00 GMT+0200 (Central European Summer Time),0.002211184658647956,0.5478818592085009,0.5278151988260772,0.5207788877716788,undefined
Wed Jul 12 2023 01:20:00 GMT+0200 (Central European Summer Time),0.0020986656072060823,0.5219275523585141,0.5222264171838106,0.526143698780955,undefined
Wed Jul 12 2023 01:25:00 GMT+0200 (Central European Summer Time),0.0023857223273413787,0.5334374772441758,0.5392625947654112,0.5409034332645024,undefined
Wed Jul 12 2023 01:30:00 GMT+0200 (Central European Summer Time),0.0017848237695034185,0.5275139542906738,0.5252965484305242,0.5460938400999658,undefined
Wed Jul 12 2023 01:35:00 GMT+0200 (Central European Summer Time),0.002142283130518384,0.528665921009609,0.5464987793667266,0.5273593524240157,undefined
Wed Jul 12 2023 01:40:00 GMT+0200 (Central European Summer Time),0.002242331862995949,0.5481511933734146,0.5527075551106343,0.5220018416839836,undefined
Wed Jul 12 2023 01:45:00 GMT+0200 (Central European Summer Time),0.002045808271586793,0.5252695302606784,0.5314839519483938,0.5456018758363521,undefined
Wed Jul 12 2023 01:50:00 GMT+0200 (Central European Summer Time),0.00299268878598923,0.5403192160662366,0.5667370481037384,0.5539411459433057,undefined
Wed Jul 12 2023 01:55:00 GMT+0200 (Central European Summer Time),0.002337147189582538,0.536361422835204,0.523130572050674,0.5304144291551226,undefined
Wed Jul 12 2023 02:00:00 GMT+0200 (Central European Summer Time),0.0028107844390099974,0.5207592894015882,0.5443914439046178,0.5261977952621842,undefined
Wed Jul 12 2023 02:05:00 GMT+0200 (Central European Summer Time),0.0038294405864417055,0.5292106670923993,0.5303726132521478,0.5312983207332703,undefined
Wed Jul 12 2023 02:10:00 GMT+0200 (Central European Summer Time),0.0024263529385431565,0.5458865362886961,0.5447041636016609,0.5299372961344851,undefined
Wed Jul 12 2023 02:15:00 GMT+0200 (Central European Summer Time),0.002187511987910208,0.5798595774336233,0.5228412731477632,0.5253043767752873,undefined
Wed Jul 12 2023 02:20:00 GMT+0200 (Central European Summer Time),0.00463780483408603,0.5340441560612211,0.5421475869165928,0.5170057825023953,undefined
Wed Jul 12 2023 02:25:00 GMT+0200 (Central European Summer Time),0.0021848649183872715,0.5282752550753503,0.5197942152151882,0.5221514780736956,undefined
Wed Jul 12 2023 02:30:00 GMT+0200 (Central European Summer Time),0.001843495607333049,0.5517540704801529,0.5197045862953261,0.5182361800094684,undefined
Wed Jul 12 2023 02:35:00 GMT+0200 (Central European Summer Time),0.0022904928664290005,0.5307239220457511,0.523742316554235,0.5281640633166536,undefined
Wed Jul 12 2023 02:40:00 GMT+0200 (Central European Summer Time),0.0019036219965861772,0.5278156884902152,0.5249693208613584,0.5330168888267872,undefined
Wed Jul 12 2023 02:45:00 GMT+0200 (Central European Summer Time),0.0022686232941396154,0.5358790363343238,0.5145505842127265,0.5388046630437748,undefined
Wed Jul 12 2023 02:50:00 GMT+0200 (Central European Summer Time),0.002473381832760424,0.5218828603544292,0.5419626123708683,0.5580267419829761,undefined
Wed Jul 12 2023 02:55:00 GMT+0200 (Central European Summer Time),0.0019370072314662437,0.5379936861189465,0.5210832748633281,0.5253804531862624,undefined
Wed Jul 12 2023 03:00:00 GMT+0200 (Central European Summer Time),0.0023420728865100196,0.5261420989937808,0.529094214963928,0.5323794687288076,undefined
Wed Jul 12 2023 03:05:00 GMT+0200 (Central European Summer Time),0.0019647213161897528,0.5285795711291696,0.5300328716120688,0.516304086548965,undefined
Wed Jul 12 2023 03:10:00 GMT+0200 (Central European Summer Time),0.0025074755864837547,0.5293129285395601,0.5346512639664192,0.5252417158629031,undefined
Wed Jul 12 2023 03:15:00 GMT+0200 (Central European Summer Time),0.0025532452246989122,0.5365846569936668,0.5411384425646611,0.5226606618693161,undefined
Wed Jul 12 2023 03:20:00 GMT+0200 (Central European Summer Time),0.0021958199904838693,0.5331530688415175,0.5314430916245814,0.5266677593221659,undefined
Wed Jul 12 2023 03:25:00 GMT+0200 (Central European Summer Time),0.005633253776043906,0.535142699044991,0.5326427829497697,0.5316979549629953,undefined
Wed Jul 12 2023 03:30:00 GMT+0200 (Central European Summer Time),0.00198583456238642,0.5602285956388975,0.5226725280181685,0.5198002456951144,undefined
Wed Jul 12 2023 03:35:00 GMT+0200 (Central European Summer Time),0.0025068499239690326,0.5311146705961801,0.5420692460518087,0.5398059333191849,undefined
Wed Jul 12 2023 03:40:00 GMT+0200 (Central European Summer Time),0.001817011134232113,0.5225718507454925,0.5183582160743512,0.5262202817533277,undefined
Wed Jul 12 2023 03:45:00 GMT+0200 (Central European Summer Time),0.0027347068041126475,0.5637600470276569,0.5176444503826374,0.5369488170884749,undefined
Wed Jul 12 2023 03:50:00 GMT+0200 (Central European Summer Time),0.002135624596755103,0.5278341231164208,0.5241157401522166,0.5436885829281285,undefined
Wed Jul 12 2023 03:55:00 GMT+0200 (Central European Summer Time),0.002367958961234157,0.5756622722379082,0.5491230472662332,0.5160428129887562,undefined
Wed Jul 12 2023 04:00:00 GMT+0200 (Central European Summer Time),0.0020065846990898234,0.5270182709199072,0.5204808739205328,0.5134482886421999,undefined
Wed Jul 12 2023 04:05:00 GMT+0200 (Central European Summer Time),0.002039176484931886,0.5357787270482367,0.53639989169688,0.5220402000317457,undefined
Wed Jul 12 2023 04:10:00 GMT+0200 (Central European Summer Time),0.0023688775512528083,0.549278279384016,0.5340377657855788,0.5257255816441224,undefined
Wed Jul 12 2023 04:15:00 GMT+0200 (Central European Summer Time),0.0024798356677426152,0.5525555071665924,0.5324836155508093,0.545820220735186,undefined
Wed Jul 12 2023 04:20:00 GMT+0200 (Central European Summer Time),0.0022471911933068136,0.5365469400541042,0.5255819245971967,0.527060852317239,undefined
Wed Jul 12 2023 04:25:00 GMT+0200 (Central European Summer Time),0.0029763064923433074,0.5724787892656483,0.5529763368912245,0.5345912195889467,undefined
Wed Jul 12 2023 04:30:00 GMT+0200 (Central European Summer Time),0.001997334775096533,0.5342345783909696,0.5327531451892477,0.5306933382854185,undefined
Wed Jul 12 2023 04:35:00 GMT+0200 (Central European Summer Time),0.0061988747825428925,0.5316126651897017,0.533111430393886,0.5290510474630477,undefined
Wed Jul 12 2023 04:40:00 GMT+0200 (Central European Summer Time),0.0025816098049957262,0.5402019465067497,0.5440366156742068,0.5324770952122222,undefined
Wed Jul 12 2023 04:45:00 GMT+0200 (Central European Summer Time),0.0026530037913683672,0.5681439939793927,0.5413726270854143,0.5603647685630253,undefined
Wed Jul 12 2023 04:50:00 GMT+0200 (Central European Summer Time),0.00202782912787067,0.5252893524141715,0.5322122215752946,0.5370334075424277,undefined
Wed Jul 12 2023 04:55:00 GMT+0200 (Central European Summer Time),0.0021504657555518254,0.5237751231384512,0.5242634723457983,0.5371192488924862,undefined
Wed Jul 12 2023 05:00:00 GMT+0200 (Central European Summer Time),0.0018404528134548554,0.5153991320246253,0.5269583790740218,0.5206459626834838,undefined
Wed Jul 12 2023 05:05:00 GMT+0200 (Central European Summer Time),0.00199793790232737,0.5265216452025925,0.5343808046903844,0.5172301903973857,undefined
Wed Jul 12 2023 05:10:00 GMT+0200 (Central European Summer Time),0.002987390029796491,0.5262863771116827,0.5635447660522672,0.5519144178509789,undefined
Wed Jul 12 2023 05:15:00 GMT+0200 (Central European Summer Time),0.0023254636956274526,0.5195929468171017,0.5786813782741349,0.5370742315702592,undefined
Wed Jul 12 2023 05:20:00 GMT+0200 (Central European Summer Time),0.0026868135584754782,0.5297814557336339,0.5415511020170136,0.5680159050373792,undefined
Wed Jul 12 2023 05:25:00 GMT+0200 (Central European Summer Time),0.002144011329943775,0.5509515921895702,0.5193801833187052,0.527361741857106,undefined
Wed Jul 12 2023 05:30:00 GMT+0200 (Central European Summer Time),0.0022061815223484394,0.5348684650457776,0.5348771622861265,0.52128801279232,undefined
Wed Jul 12 2023 05:35:00 GMT+0200 (Central European Summer Time),0.0020384846861027954,0.5284459536193148,0.5309281018706073,0.5188201825382082,undefined
Wed Jul 12 2023 05:40:00 GMT+0200 (Central European Summer Time),0.0021617849100008853,0.5563780868842999,0.5387539748917819,0.5174105787340644,undefined
Wed Jul 12 2023 05:45:00 GMT+0200 (Central European Summer Time),0.0019714303322052725,0.5411876134856477,0.5325656079229399,0.5305909485217005,undefined
Wed Jul 12 2023 05:50:00 GMT+0200 (Central European Summer Time),0.0027302551635057172,0.5396285666571323,0.5614770932408526,0.553270103464068,undefined
Wed Jul 12 2023 05:55:00 GMT+0200 (Central European Summer Time),0.002586396886690636,0.5543847580734776,0.5355741464680129,0.5295921324538478,undefined
Wed Jul 12 2023 06:00:00 GMT+0200 (Central European Summer Time),0.0024476046715729656,0.5307257277447449,0.5400967905194921,0.5467259386011574,undefined
Wed Jul 12 2023 06:05:00 GMT+0200 (Central European Summer Time),0.0051768575449690005,0.5293416410421075,0.5745402652022191,0.5272498707288711,undefined
Wed Jul 12 2023 06:10:00 GMT+0200 (Central European Summer Time),0.003469327755989676,0.5224776278824235,0.5379962116354727,0.5269909297518218,undefined
Wed Jul 12 2023 06:15:00 GMT+0200 (Central European Summer Time),0.0027917782762445615,0.5565519351283121,0.5256194927205918,0.5440828006741262,undefined
Wed Jul 12 2023 06:20:00 GMT+0200 (Central European Summer Time),0.002619280262633765,0.5541776678822254,0.5439169527516061,0.555079481296707,undefined
Wed Jul 12 2023 06:25:00 GMT+0200 (Central European Summer Time),0.0024705604692098855,0.5379349705342247,0.5400176060943704,0.5214312106020226,undefined
Wed Jul 12 2023 06:30:00 GMT+0200 (Central European Summer Time),0.002801668543731163,0.5559093107519827,0.5391774083346534,0.551704640102386,undefined
Wed Jul 12 2023 06:35:00 GMT+0200 (Central European Summer Time),0.0023502279924772058,0.5633894422978847,0.5174476210957557,0.5387312008297764,undefined
Wed Jul 12 2023 06:40:00 GMT+0200 (Central European Summer Time),0.0036467635152682004,0.5509914032486873,0.5227829212627452,0.5396128950938632,undefined
Wed Jul 12 2023 06:45:00 GMT+0200 (Central European Summer Time),0.0028344953189813776,0.5506181621742507,0.544827997812669,0.5275872954918305,undefined
Wed Jul 12 2023 06:50:00 GMT+0200 (Central European Summer Time),0.0020528677152530385,0.5256864881128543,0.5270192306897419,0.5417315352434768,undefined
Wed Jul 12 2023 06:55:00 GMT+0200 (Central European Summer Time),0.0024195941080961346,0.5370306988698819,0.5668952755506446,0.5195111715564054,undefined
Wed Jul 12 2023 07:00:00 GMT+0200 (Central European Summer Time),0.0024798394203571664,0.523118144061106,0.5573016275741974,0.529682273648153,undefined
Wed Jul 12 2023 07:05:00 GMT+0200 (Central European Summer Time),0.002493004719823754,0.540609734572851,0.5602338530840643,0.538603864900324,undefined
Wed Jul 12 2023 07:10:00 GMT+0200 (Central European Summer Time),0.0024192226215958117,0.5281516302465995,0.5468949980220956,0.5313311607501722,undefined
Wed Jul 12 2023 07:15:00 GMT+0200 (Central European Summer Time),0.0021409614973860397,0.5228915894204935,0.5371588337893991,0.5422199454037885,undefined
Wed Jul 12 2023 07:20:00 GMT+0200 (Central European Summer Time),0.002600297375665832,0.5241059789403031,0.5572982220768002,0.5649970651849678,undefined
Wed Jul 12 2023 07:25:00 GMT+0200 (Central European Summer Time),0.0025724110938851177,0.5505902957716899,0.5549046798893444,0.5422750958881322,undefined
Wed Jul 12 2023 07:30:00 GMT+0200 (Central European Summer Time),0.0026373722469240114,0.5452994016183583,0.5465679289285739,0.5345509562874821,undefined
Wed Jul 12 2023 07:35:00 GMT+0200 (Central European Summer Time),0.002343943888199646,0.5318530905651885,0.5230067147885833,0.5186374054834596,undefined
Wed Jul 12 2023 07:40:00 GMT+0200 (Central European Summer Time),0.0024239988911025044,0.5363872923396531,0.5449383336119111,0.5358982908573671,undefined
Wed Jul 12 2023 07:45:00 GMT+0200 (Central European Summer Time),0.0030650480981421423,0.5417073813491151,0.5347331757254385,0.5453885228566528,undefined
Wed Jul 12 2023 07:50:00 GMT+0200 (Central European Summer Time),0.00215345526795924,0.5263640353614027,0.5233849844386349,0.5311350440481206,undefined
Wed Jul 12 2023 07:55:00 GMT+0200 (Central European Summer Time),0.002945316278055543,0.5455708594695534,0.5464358308574689,0.56886515267106,undefined
Wed Jul 12 2023 08:00:00 GMT+0200 (Central European Summer Time),0.00262443599370575,0.5321786531864927,0.5359393078412783,0.5269806139882106,undefined
Wed Jul 12 2023 08:05:00 GMT+0200 (Central European Summer Time),0.0023578897327145875,0.5541031796182991,0.5220705554357482,0.5327441565057234,undefined
Wed Jul 12 2023 08:10:00 GMT+0200 (Central European Summer Time),0.0025470176154552366,0.5387633021849129,0.5491301070355984,0.5510131271122131,undefined
Wed Jul 12 2023 08:15:00 GMT+0200 (Central European Summer Time),0.002475542539301993,0.5409599159806021,0.520284646457294,0.5301851960183073,undefined
Wed Jul 12 2023 08:20:00 GMT+0200 (Central European Summer Time),0.0020674038856304832,0.5206254729701565,0.5189939615511685,0.5290812811199188,undefined
Wed Jul 12 2023 08:25:00 GMT+0200 (Central European Summer Time),0.0024945729946496916,0.5304740127395174,0.527009973082216,0.523168480394185,undefined
Wed Jul 12 2023 08:30:00 GMT+0200 (Central European Summer Time),0.002607564987877898,0.5610560994045348,0.5397463005513783,0.542393450093926,undefined
Wed Jul 12 2023 08:35:00 GMT+0200 (Central European Summer Time),0.002021808126901306,0.5315086289370569,0.5276750951399543,0.5219431605435239,undefined
Wed Jul 12 2023 08:40:00 GMT+0200 (Central European Summer Time),0.002644378555211612,0.5323030005075876,0.5417266955334586,0.5306016886868019,undefined
Wed Jul 12 2023 08:45:00 GMT+0200 (Central European Summer Time),0.001887698137670668,0.542532893255108,0.5189344701632581,0.5210140625671192,undefined
Wed Jul 12 2023 08:50:00 GMT+0200 (Central European Summer Time),0.009233023192036855,0.5322925098929653,0.5414094602563515,0.5461309475757299,undefined
Wed Jul 12 2023 08:55:00 GMT+0200 (Central European Summer Time),0.002555437486504767,0.561235019847736,0.5233160293709564,0.5307091374524922,undefined
Wed Jul 12 2023 09:00:00 GMT+0200 (Central European Summer Time),0.002758709901821324,0.5304762441871328,0.5192442040005941,0.5419901915625693,undefined
Wed Jul 12 2023 09:05:00 GMT+0200 (Central European Summer Time),0.003014321201083779,0.5553083514255316,0.5458280192866368,0.5171609705686933,undefined
Wed Jul 12 2023 09:10:00 GMT+0200 (Central European Summer Time),0.0024542306157006046,0.5242828554020768,0.5264346834478298,0.5481909899011225,undefined
Wed Jul 12 2023 09:15:00 GMT+0200 (Central European Summer Time),0.003087131626998598,0.5617510873111558,0.5328061811158357,0.5624732076308282,undefined
Wed Jul 12 2023 09:20:00 GMT+0200 (Central European Summer Time),0.002713499681394751,0.5361044172787175,0.5324869909163923,0.5479856432209878,undefined
Wed Jul 12 2023 09:25:00 GMT+0200 (Central European Summer Time),0.0021227562636037573,0.5301682759519462,0.5527385806685198,0.5276085422863009,undefined
Wed Jul 12 2023 09:30:00 GMT+0200 (Central European Summer Time),0.0022474114827764425,0.5429936579595718,0.5507656180907603,0.527769305568169,undefined
Wed Jul 12 2023 09:35:00 GMT+0200 (Central European Summer Time),0.0030562068896294176,0.5661167971701313,0.5397665670232528,0.5467870166973443,undefined
Wed Jul 12 2023 09:40:00 GMT+0200 (Central European Summer Time),0.001980792129558419,0.5339626357628974,0.5312027471633337,0.5261225111810441,undefined
Wed Jul 12 2023 09:45:00 GMT+0200 (Central European Summer Time),0.002855075911887373,0.5253865639647847,0.55612964163042,0.5238783687767379,undefined
Wed Jul 12 2023 09:50:00 GMT+0200 (Central European Summer Time),0.0020131563008847784,0.5468248857163417,0.5342691090374381,0.5189776455786098,undefined
Wed Jul 12 2023 09:55:00 GMT+0200 (Central European Summer Time),0.002002754027744231,0.5278626459028601,0.5317127921935996,0.5370915589317642,undefined
Wed Jul 12 2023 10:00:00 GMT+0200 (Central European Summer Time),0.002766210795368048,0.5333310963172698,0.5470206752684075,0.5414385567410985,undefined
Wed Jul 12 2023 10:05:00 GMT+0200 (Central European Summer Time),0.0024615122243236936,0.5198083773673231,0.5395951089563217,0.5590503117802776,undefined
Wed Jul 12 2023 10:10:00 GMT+0200 (Central European Summer Time),0.002295299823302533,0.5170680317684067,0.5383561309731885,0.5190696528258558,undefined
Wed Jul 12 2023 10:15:00 GMT+0200 (Central European Summer Time),0.002098121530677114,0.5350676353374244,0.5242994012046014,0.5272853917102718,undefined
Wed Jul 12 2023 10:20:00 GMT+0200 (Central European Summer Time),0.0022360695455002615,0.533596456490656,0.5375591060031244,0.5266637793735571,undefined
Wed Jul 12 2023 10:25:00 GMT+0200 (Central European Summer Time),0.002043211729166311,0.530471711918896,0.5364464025813505,0.520293672775127,undefined
Wed Jul 12 2023 10:30:00 GMT+0200 (Central European Summer Time),0.0020686170893956537,0.5345904514230158,0.5238861923392687,0.5205305961505655,undefined
Wed Jul 12 2023 10:35:00 GMT+0200 (Central European Summer Time),0.0028951954947054525,0.552279919228725,0.547826420337248,0.5370823777518187,undefined
Wed Jul 12 2023 10:40:00 GMT+0200 (Central European Summer Time),0.0022302222735561374,0.5460170723015714,0.5395260555993445,0.5129997864364607,undefined
Wed Jul 12 2023 10:45:00 GMT+0200 (Central European Summer Time),0.0021098377775554886,0.5345434789575665,0.5315289766989251,0.5167161078049685,undefined
Wed Jul 12 2023 10:50:00 GMT+0200 (Central European Summer Time),0.0018160616012725464,0.5330098876929696,0.5192772413768642,0.5255794020549123,undefined
Wed Jul 12 2023 10:55:00 GMT+0200 (Central European Summer Time),0.003976058742700843,0.5428872660006163,0.5486540255205666,0.5723985607087767,undefined
Wed Jul 12 2023 11:00:00 GMT+0200 (Central European Summer Time),0.0028077864509062542,0.5414749891413037,0.5263339116447847,0.525111814047923,undefined
Wed Jul 12 2023 11:05:00 GMT+0200 (Central European Summer Time),0.0022093230672877934,0.5278735051389958,0.5331112617978215,0.5188179279393322,undefined
Wed Jul 12 2023 11:10:00 GMT+0200 (Central European Summer Time),0.002514968620250025,0.5435415586481153,0.5317027995026001,0.5447483152823891,undefined
Wed Jul 12 2023 11:15:00 GMT+0200 (Central European Summer Time),0.0024316707759711184,0.5317366248435428,0.5327449203522943,0.5299048411276938,undefined
Wed Jul 12 2023 11:20:00 GMT+0200 (Central European Summer Time),0.0027669779496591216,0.5254889345796497,0.564931089609842,0.5357634273386793,undefined
Wed Jul 12 2023 11:25:00 GMT+0200 (Central European Summer Time),0.002029818760362711,0.5249942196639797,0.5430028318698896,0.5303966911145834,undefined
Wed Jul 12 2023 11:30:00 GMT+0200 (Central European Summer Time),0.0024098326870868434,0.5321567252956446,0.5574760409522665,0.5534195776321091,undefined
Wed Jul 12 2023 11:35:00 GMT+0200 (Central European Summer Time),0.002727346250773432,0.5332111700465612,0.5621990967490759,0.5309924402809945,undefined
Wed Jul 12 2023 11:40:00 GMT+0200 (Central European Summer Time),0.0024825492245751472,0.5343448717372908,0.5254769634550758,0.5176087217179399,undefined
Wed Jul 12 2023 11:45:00 GMT+0200 (Central European Summer Time),0.0024720414250532486,0.5262052509982702,0.5250797631421786,0.5186609054111371,undefined
Wed Jul 12 2023 11:50:00 GMT+0200 (Central European Summer Time),0.002050542604271565,0.5291306721972069,0.52056544493879,0.49650825828161027,undefined
Wed Jul 12 2023 11:55:00 GMT+0200 (Central European Summer Time),0.002427261712661372,0.5479179154018736,0.5220877656763089,0.5295883126952928,undefined
Wed Jul 12 2023 12:00:00 GMT+0200 (Central European Summer Time),0.002272776456405457,0.5301455317936536,0.5245965504501268,0.5475602352428298,undefined
Wed Jul 12 2023 12:05:00 GMT+0200 (Central European Summer Time),0.002690345042744108,0.5633567412856549,0.5409003711903886,0.5360013911346565,undefined
Wed Jul 12 2023 12:10:00 GMT+0200 (Central European Summer Time),0.002566877163262689,0.5578869115284275,0.5222498971391906,0.5670139870666754,undefined
Wed Jul 12 2023 12:15:00 GMT+0200 (Central European Summer Time),0.002196817953408754,0.5400531386897395,0.5214168549411503,0.532441844620674,undefined
Wed Jul 12 2023 12:20:00 GMT+0200 (Central European Summer Time),0.0060219815862304436,0.5544167445125397,0.527192771620806,0.5548023644621571,undefined
Wed Jul 12 2023 12:25:00 GMT+0200 (Central European Summer Time),0.010244680245917456,0.5274436829097492,0.5289507068503251,0.5706114766491858,undefined
